phish_attachment,phish_link,social_contact,macro_exec,powershell_exec,signed_binary_proxy,dll_sideload,scheduled_task,new_service,credential_access,valid_accounts_use,smb_lateral,rdp_lateral,ssh_lateral,network_discovery,defense_evasion,packed_payload,c2_beaconing,cloud_exfil,crypto_targeting,failed_login_burst,outbound_conn_count,rare_parent_child_score,offhours_activity_score,archive_attachment_kb,script_chain_depth,target
1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,6,16,0.403,0.086,142,2,0
1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,5,27,0.782,0.91,712,6,1
0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,9,0.367,0.059,409,3,0
0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,5,14,0.414,0.446,933,1,0
0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,28,0.204,0.517,861,1,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,5,0.186,0.329,128,2,0
0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,5,14,0.193,0.264,926,3,0
0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,5,16,0.265,0.287,419,1,0
0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,12,0.108,0.226,475,3,0
1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,5,25,0.989,0.769,417,2,1
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,8,0.213,0.303,717,3,0
0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,3,25,0.579,0.42,353,7,1
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,10,0.263,0.086,495,2,0
0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,11,17,0.797,0.58,552,5,1
0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,6,20,0.462,0.817,421,4,1
0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,17,0.431,0.438,762,3,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,9,0.102,0.387,939,1,0
1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,5,9,0.379,0.007,266,3,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,21,0.242,0.205,845,2,0
0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,13,0.174,0.327,764,3,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,4,13,0.039,0.573,875,2,0
0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,9,21,0.814,0.893,1028,5,1
1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,4,24,0.54,0.877,845,4,1
1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,9,0.18,0.278,895,3,0
0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,4,11,0.367,0.066,187,3,0
1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,4,12,0.155,0.694,861,3,0
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,12,0.277,0.341,324,3,0
1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,11,19,0.433,0.911,2281,6,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,21,0.211,0.06,216,3,0
0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,13,0.17,0.041,405,2,0
0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,15,0.513,0.255,140,2,0
0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,3,12,0.301,0.364,563,1,0
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,12,0.344,0.119,668,3,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,13,0.505,0.187,296,2,0
1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,9,26,0.726,0.865,2304,3,1
1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,4,24,0.486,0.883,159,4,1
0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5,12,0.161,0.277,765,1,0
0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,12,0.154,0.537,321,1,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,15,0.49,0.303,881,1,0
0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,18,0.508,0.24,385,3,0
1,0,0,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,0,7,30,0.632,0.901,1639,5,1
0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,11,0.249,0.135,812,3,0
0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,4,18,0.148,0.454,593,1,0
0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,15,0.169,0.164,549,2,0
0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,3,16,0.501,0.394,748,3,0
0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,12,0.272,0.259,360,3,0
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,10,0.104,0.141,861,1,0
0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,2,18,0.066,0.539,435,2,0
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,18,0.467,0.077,999,1,0
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,10,0.306,0.258,645,2,0
1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,6,18,0.861,0.436,900,5,1
0,0,1,0,1,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,6,25,0.816,0.746,2036,4,1
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,9,0.236,0.585,436,1,0
1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,5,22,0.668,0.543,726,4,1
1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,7,16,0.944,0.648,727,5,1
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.125,0.483,640,2,0
1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,7,24,0.268,0.641,212,4,1
0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,7,18,0.898,0.603,2361,7,1
0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3,13,0.448,0.205,939,3,0
1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,10,0.167,0.351,760,1,0
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,9,0.218,0.198,187,2,0
1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,13,0.11,0.429,498,1,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,9,0.392,0.362,443,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0.392,0.11,315,2,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,16,0.2,0.478,465,1,0
1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,4,22,0.698,0.271,1945,3,1
1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,13,0.245,0.279,377,2,0
0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,12,0.251,0.161,411,2,0
1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,8,20,0.43,0.841,708,5,1
0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,3,11,0.488,0.136,534,3,0
1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,2,13,0.37,0.11,733,1,0
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,3,16,0.401,0.431,422,3,0
0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,4,10,0.179,0.111,527,2,0
1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,0,6,26,0.682,0.749,804,2,1
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,11,0.671,0.302,932,3,0
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,2,9,0.237,0.267,691,3,0
1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,4,19,0.162,0.149,249,2,0
1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,9,0.426,0.391,613,3,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,15,0.046,0.03,918,2,0
0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,14,0.303,0.765,613,1,0
0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,5,14,0.56,0.758,1789,7,1
0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,5,16,0.103,0.155,884,1,0
1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,8,18,0.805,0.773,1392,3,1
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,16,0.071,0.472,967,3,0
0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,3,13,0.152,0.359,684,2,0
1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,1,6,25,0.91,0.632,1719,7,1
1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,6,23,0.244,0.677,1481,7,1
0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,8,21,0.965,0.479,300,5,1
1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,16,0.089,0.437,935,2,0
1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,1,5,20,0.469,0.699,2041,4,1
1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,29,0.594,0.479,2251,3,1
0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,3,10,0.044,0.284,112,3,0
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,17,0.369,0.255,673,2,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,16,0.205,0.1,616,3,0
1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,4,10,0.052,0.409,114,3,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,14,0.095,0.087,591,3,0
1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,8,24,0.944,0.853,400,2,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,12,0.27,0.378,124,2,0
0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2,13,0.527,0.33,323,2,0
0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,7,0.05,0.356,705,2,0
0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,3,11,0.117,0.138,110,1,0
0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,4,9,0.128,0.066,859,1,0
0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,16,0.114,0.105,376,2,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,14,0.235,0.458,523,1,0
0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,4,9,0.108,0.267,642,2,0
1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,5,14,0.463,0.396,561,2,0
0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,8,0.411,0.218,924,2,0
0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,3,15,0.316,0.415,419,3,0
0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,9,0.348,0.369,660,1,0
1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,16,0.542,0.21,988,2,0
0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,4,10,0.153,0.319,488,2,0
0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,16,0.262,0.365,861,1,0
1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,16,0.074,0.42,631,2,0
1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,3,12,0.211,0.358,312,2,0
0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,3,23,0.645,0.362,663,3,1
0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,7,18,0.33,0.207,162,1,0
1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,3,7,0.244,0.012,522,3,0
0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3,9,0.55,0.226,702,2,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,9,0.246,0.189,242,2,0
0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,1,1,9,16,0.586,0.349,684,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,17,0.136,0.551,741,2,0
1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,2,12,0.31,0.255,109,3,0
1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,4,19,0.26,0.151,943,1,0
0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,7,16,0.775,0.377,1722,3,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,9,0.517,0.446,810,1,0
1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,2,21,0.541,0.739,769,2,1
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,13,0.381,0.143,80,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,11,0.478,0.496,202,1,0
1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,9,27,0.72,0.238,905,2,1
0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,7,23,0.65,0.506,768,7,1
0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,3,13,0.301,0.495,610,2,0
0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,24,0.73,0.576,1933,6,1
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,17,0.291,0.568,820,1,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,11,0.13,0.383,979,1,0
0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,4,14,0.142,0.24,796,3,0
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5,15,0.186,0.234,763,3,0
0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,6,16,0.374,0.211,155,3,0
0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,4,14,0.097,0.471,934,3,0
0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,5,19,0.21,0.31,97,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,10,0.204,0.348,985,1,0
0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,7,14,0.182,0.489,611,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2,14,0.106,0.191,948,3,0
0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,6,17,0.881,0.291,170,2,1
0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,2,16,0.405,0.741,2319,4,1
0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7,9,0.324,0.462,184,1,0
1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,7,21,0.746,0.72,1808,7,1
0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,3,14,0.371,0.238,538,3,0
1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,4,20,0.769,0.538,168,3,1
1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,1,0,2,17,0.264,0.048,908,1,0
1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,5,20,0.897,0.762,806,3,1
1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,12,0.232,0.299,492,1,0
1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,17,0.455,0.284,670,2,0
1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,10,0.195,0.036,713,3,0
0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,11,0.208,0.198,600,2,0
1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,13,0.351,0.528,563,3,0
1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3,15,0.489,0.491,685,3,0
0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,4,26,0.962,0.595,1365,5,1
1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,17,0.226,0.056,367,2,0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2,17,0.495,0.175,415,2,0
1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,3,12,0.16,0.299,324,1,0
1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,15,0.219,0.183,134,2,0
0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,3,14,0.345,0.641,541,2,0
1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,3,32,0.791,0.901,207,2,1
1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,7,22,0.871,0.881,1127,4,1
0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,12,0.329,0.162,774,1,0
0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,23,0.293,0.419,469,1,0
1,0,1,1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,8,19,0.695,0.571,2261,5,1
1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,4,17,0.57,0.306,587,2,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5,9,0.258,0.156,666,2,0
0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,3,14,0.329,0.291,680,1,0
1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,5,24,0.853,0.894,853,6,1
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2,10,0.493,0.279,441,3,0
1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,3,12,0.388,0.295,727,1,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,15,0.441,0.252,914,3,0
0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,2,19,0.976,0.449,585,4,1
1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,2,13,0.681,0.231,720,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,15,0.387,0.351,231,2,0
0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,18,0.399,0.205,970,3,0
0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,1,1,1,0,0,1,27,0.776,0.211,978,5,1
1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,2,11,0.046,0.357,730,2,0
1,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,6,18,0.489,0.929,329,3,1
1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,4,25,0.746,0.579,1152,3,1
1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,14,0.119,0.242,319,2,0
0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,19,0.34,0.427,137,2,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,6,0.212,0.656,483,2,0
1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,3,12,0.017,0.096,120,1,0
0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,4,14,0.551,0.198,875,2,0
1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,7,26,0.619,0.412,1858,2,1
0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,11,0.272,0.189,449,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,11,0.138,0.436,219,2,0
0,0,1,1,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,6,21,0.825,0.711,1180,3,1
1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,8,25,0.847,0.647,1965,4,1
0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,19,0.257,0.029,962,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,16,0.209,0.162,884,3,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,16,0.384,0.21,777,2,0
0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,1,0,1,7,24,0.418,0.498,1871,6,1
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,13,0.297,0.39,797,1,0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,12,0.451,0.284,303,3,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,12,0.463,0.445,629,2,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2,10,0.723,0.103,671,2,0
0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,16,0.213,0.314,585,3,0
0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,6,23,0.799,0.804,389,5,1
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,5,13,0.108,0.025,707,2,0
1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,0.117,0.116,970,3,0
1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,2,25,0.642,0.932,400,2,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,0.665,0.182,175,2,0
1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,6,21,0.648,0.535,2187,7,1
0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,3,12,0.182,0.427,109,1,0
1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,12,0.383,0.691,645,2,0
1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,4,15,0.905,0.838,1935,6,1
0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,2,15,0.024,0.225,536,1,0
0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,12,0.345,0.241,852,2,0
1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,4,20,0.875,0.566,1676,6,1
0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,9,21,0.861,0.71,374,7,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,12,0.466,0.262,970,2,0
0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,2,14,0.121,0.329,576,3,0
0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,3,7,0.393,0.183,408,1,0
0,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,10,20,0.909,0.865,1234,4,1
1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,4,16,0.372,0.282,606,1,0
0,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,1,1,0,7,21,0.986,0.912,1946,6,1
0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,5,9,0.243,0.127,427,1,0
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,3,13,0.229,0.374,174,2,0
1,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,4,11,0.31,0.207,90,3,0
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,19,0.158,0.237,216,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,13,0.276,0.647,793,3,0
1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0.25,0.505,816,3,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,7,12,0.371,0.07,324,2,0
1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,5,13,0.78,0.712,1677,7,1
1,1,0,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,7,17,0.957,0.809,2252,2,1
0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,6,28,0.879,0.334,263,7,1
0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,6,6,0.21,0.165,569,3,0
1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,4,16,0.825,0.479,916,2,1
0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,2,18,0.285,0.093,216,1,0
1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,6,21,0.714,0.392,509,6,1
1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,5,22,0.899,0.57,1784,6,1
1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,5,8,0.326,0.082,641,3,0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,15,0.42,0.19,139,2,0
